Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDU01,OUT049,2103.678325
NCU42,OUT046,2322.3104000000003
NCV29,OUT018,2390.6381250000004
NCY30,OUT017,3005.8373250000004
FDQ46,OUT049,2466.372875
FDG58,OUT027,3828.599675
FDK33,OUT017,3034.466725
NCD07,OUT045,2064.81225
NCX29,OUT027,4023.5126250000003
NCT42,OUT013,2605.691525
DRN59,OUT035,1411.32955
FDI44,OUT035,1245.0460000000003
FDA45,OUT049,2898.8932000000004
FDP31,OUT045,805.78445
FDY01,OUT046,1964.026775
FDT09,OUT018,1606.991525
DRH03,OUT027,2765.649975
FDA36,OUT018,2141.37925
NCF31,OUT017,2370.5809
FDG14,OUT049,2552.593975
FDG28,OUT027,5555.6016500000005
FDU14,OUT049,2956.4849
FDY47,OUT019,354.70495
FDI56,OUT049,1165.5661249999998
DRD01,OUT013,1109.805375
FDM22,OUT046,957.8365249999999
FDH33,OUT013,2003.3922000000002
DRZ24,OUT013,2597.868375
NCQ38,OUT046,1572.2034749999998
FDO16,OUT027,2085.701725
FDU07,OUT027,3733.1405999999997
NCB07,OUT013,3038.4615249999997
FDU48,OUT045,1830.11775
NCM43,OUT045,2350.274
FDR31,OUT010,382.252425
DRK49,OUT018,665.1342
NCI30,OUT010,434.26805
DRD60,OUT017,2096.8538750000002
NCG19,OUT046,3110.6176
FDH12,OUT035,1165.066775
FDM32,OUT035,2430.0035500000004
FDM27,OUT035,2474.1960249999997
NCU53,OUT027,3891.7674500000003
NCQ18,OUT046,2394.799375
FDS10,OUT013,2423.4287750000003
FDB33,OUT027,4467.434775
FDI12,OUT013,856.7181499999999
NCW42,OUT013,3335.658
NCC06,OUT018,1712.7705
FDW02,OUT017,2443.65245
NCD43,OUT017,1754.965575
FDM57,OUT018,1113.71695
FDA58,OUT017,3300.3706
FDK56,OUT046,2596.2871
FDP52,OUT045,2913.37435
FDW20,OUT018,1461.431
FDS52,OUT049,1530.923875
NCT29,OUT018,1560.884875
NCL54,OUT013,2953.98815
FDC05,OUT045,2129.6445249999997
FDF34,OUT035,2548.266275
FDP03,OUT027,3854.6491
FDD32,OUT010,163.62035
FDZ10,OUT045,2649.38465
FDZ40,OUT035,1692.2971499999999
FDD51,OUT018,1160.8223
NCY30,OUT019,376.177
FDP58,OUT017,3938.4566749999994
FDV49,OUT017,4485.66105
FDY24,OUT019,238.273175
NCO55,OUT017,2462.4613
FDR13,OUT017,1606.74185
FDS51,OUT017,1407.917325
FDP26,OUT045,1522.2684749999999
NCB54,OUT027,3650.5814
FDF32,OUT017,3420.8804
FDN31,OUT018,2990.60715
DRM48,OUT017,1325.358125
FDN20,OUT049,2703.064775
DRL01,OUT046,2033.6861
FDV56,OUT049,2669.69155
DRH13,OUT027,2995.7671
FDA03,OUT017,2406.284425
FDF47,OUT027,4864.001899999999
FDX32,OUT046,2112.000825
FDX57,OUT049,1737.8212250000001
NCA30,OUT045,2171.8396000000002
FDO49,OUT013,1007.85475
FDL04,OUT019,206.06510000000003
DRM48,OUT035,1522.7678250000001
FDR16,OUT013,2044.588575
NCC19,OUT018,2431.751275
NCE42,OUT045,3442.102775
FDY24,OUT017,2034.3519
FDH19,OUT049,2299.6731999999997
FDJ46,OUT013,3820.0275
FDN45,OUT010,556.1094499999999
FDY08,OUT035,2455.220725
FDZ37,OUT035,2207.876025
NCT30,OUT045,1176.718275
DRY23,OUT018,898.913225
NCZ30,OUT018,2501.993175
FDC44,OUT018,2041.259575
FDB45,OUT035,2430.0035500000004
FDY04,OUT013,2654.2117
FDM27,OUT046,2669.858
FDZ43,OUT017,4249.1356
FDT39,OUT019,469.971575
NCC06,OUT019,278.3044
FDL15,OUT027,4091.257775
FDL57,OUT017,4749.31785
FDU08,OUT046,1771.943475
FDK40,OUT017,3688.948125
FDQ12,OUT010,264.32259999999997
FDS48,OUT017,2153.03075
FDP09,OUT045,2427.090675
FDW21,OUT049,1749.805625
FDY25,OUT035,2838.9712
DRE13,OUT017,1272.17735
FDV43,OUT019,193.4149
FDD22,OUT045,1324.692325
FDM46,OUT019,229.617775
NCO30,OUT010,357.950725
FDM25,OUT046,2129.977425
NCN41,OUT049,2459.63165
FDU24,OUT045,2036.51575
FDZ50,OUT046,2954.5707249999996
FDP45,OUT013,3503.1899249999997
NCM54,OUT045,1773.607975
FDW10,OUT019,602.2161
FDP20,OUT017,1843.683425
FDK32,OUT046,2664.1987
FDN52,OUT049,995.53745
FDM58,OUT045,2672.68765
FDZ46,OUT027,3346.893375
NCA18,OUT018,1922.6639499999999
FDD35,OUT046,3020.4017
NCK31,OUT035,2029.441625
FDI40,OUT027,3094.388725
FDT50,OUT019,402.39287499999995
NCT06,OUT046,2231.59515
FDT31,OUT035,3358.46165
FDT45,OUT049,1630.04485
FDT13,OUT045,4350.670099999999
FDO50,OUT045,1609.1553749999998
NCU18,OUT010,289.45655
NCR54,OUT049,4436.475075
NCO18,OUT018,2439.99055
FDU09,OUT045,1181.96145
FDT13,OUT018,2150.7836749999997
FDE09,OUT046,1861.2439
NCK53,OUT019,276.80634999999995
FDG45,OUT049,3361.8738749999998
DRH15,OUT035,1340.005725
FDO21,OUT019,542.9599000000001
FDD14,OUT027,3383.42915
FDC09,OUT046,1842.851175
FDH45,OUT027,2213.202425
FDV32,OUT046,1637.1189749999999
FDG12,OUT035,1473.4986250000002
FDS32,OUT013,1587.8497750000001
NCL55,OUT018,2660.8697
DRE01,OUT035,2676.9321250000003
DRE15,OUT049,1267.1838500000001
NCL42,OUT045,3387.9233000000004
FDP31,OUT013,1323.527175
FDN33,OUT018,1790.0033
FDZ59,OUT046,3230.711275
FDE45,OUT010,544.9573
FDJ07,OUT013,2639.647325
FDQ45,OUT018,2747.340475
FDM33,OUT027,6736.8973000000005
FDO15,OUT010,474.04960000000005
FDM46,OUT013,1570.78865
FDR03,OUT045,2669.608325
FDY49,OUT018,1535.917375
FDQ60,OUT045,2211.205025
FDW10,OUT049,2125.40005
FDO51,OUT049,1579.7769499999997
FDJ40,OUT018,1660.5884250000001
FDS20,OUT018,2887.824275
FDU45,OUT013,2306.16475
FDV02,OUT035,2482.185625
FDN09,OUT046,2963.226125
NCM55,OUT027,2809.17665
FDN23,OUT018,2201.63415
FDY31,OUT010,382.33565
FDW03,OUT010,391.240725
FDD14,OUT046,3055.605875
FDV23,OUT017,1605.07735
DRI03,OUT045,3124.5161749999997
FDN13,OUT035,3034.3835
FDF45,OUT027,2621.5042750000002
FDU46,OUT035,1773.19185
FDB57,OUT049,3394.165175
FDV12,OUT049,1553.727525
FDQ58,OUT013,1793.3323
NCA18,OUT017,2454.97105
FDH52,OUT049,972.56735
FDM24,OUT018,1764.20355
NCP43,OUT027,2093.358425
NCO18,OUT019,376.177
FDM32,OUT017,1575.033125
NCL07,OUT017,1209.7586000000001
FDK03,OUT013,3976.4072750000005
FDP59,OUT017,1982.7523999999999
FDQ24,OUT049,3357.7958500000004
FDQ16,OUT018,1455.60525
FDU44,OUT013,2924.8594000000003
FDH28,OUT010,154.63205
FDV28,OUT019,253.91947500000003
FDM22,OUT045,1053.545275
FDR56,OUT046,2644.474375
FDV39,OUT049,2309.077625
FDU37,OUT019,415.29274999999996
FDQ11,OUT010,2260.7239
FDX02,OUT045,2511.0647
NCS42,OUT018,1907.6002250000001
FDY57,OUT027,2380.318225
FDB21,OUT049,4344.51145
FDE28,OUT017,2512.7291999999998
FDQ55,OUT017,1596.75485
FDA48,OUT049,2888.323625
FDZ19,OUT045,2122.4039500000003
NCC43,OUT045,3747.62175
NCV18,OUT046,1502.21125
NCA42,OUT018,2675.1844
FDY45,OUT046,2791.86585
NCC30,OUT045,2788.287175
FDM57,OUT013,1337.675425
FDL09,OUT010,403.30835
FDB09,OUT027,2908.464075
FDT44,OUT035,1903.771875
NCT06,OUT027,3801.967675
FDX26,OUT049,2399.5432
FDK32,OUT013,2923.36135
DRA12,OUT046,1661.9200250000001
FDO46,OUT010,434.93385
FDE52,OUT013,1483.152725
NCH42,OUT045,4200.5322
FDV08,OUT035,1365.2229
FDB47,OUT018,2033.7693250000002
FDC28,OUT010,306.018325
FDD22,OUT046,2532.7032
FDS07,OUT027,2249.7382
DRI13,OUT045,2395.298725
FDG32,OUT018,2722.705875
FDU14,OUT017,3306.3628
FDD28,OUT019,139.401875
NCP41,OUT017,1933.233525
FDS08,OUT049,2926.6071249999995
FDX47,OUT045,2373.3273249999997
FDC53,OUT019,276.390225
FDQ19,OUT035,4111.231775
FDL14,OUT045,2580.6408
FDM33,OUT019,446.4189
FDA51,OUT045,1834.77835
FDZ27,OUT018,1271.594775
FDT04,OUT046,1210.25795
DRC13,OUT049,1691.6313499999999
FDR16,OUT027,5466.5509
FDQ03,OUT027,5826.166125
FDE38,OUT035,1929.1555000000003
DRH23,OUT027,3252.0168750000003
FDT11,OUT019,1161.4881
FDD09,OUT035,2659.37165
FDR40,OUT045,1236.806725
FDX07,OUT017,3713.9156249999996
FDR07,OUT035,1739.2360500000002
FDA51,OUT017,2359.3455249999997
FDT59,OUT019,315.83887500000003
FDF20,OUT017,2112.9163
FDR13,OUT045,1658.67425
FDY26,OUT049,2652.5472
FDW04,OUT017,2178.4975999999997
FDK52,OUT017,4124.714225
FDN60,OUT049,2017.1243250000002
FDM09,OUT019,335.72965
FDP46,OUT049,1663.5013
FDB50,OUT019,830.835175
NCQ29,OUT049,3238.867325
FDP16,OUT027,5566.58735
FDX33,OUT018,2699.98545
FDP07,OUT010,412.96245
FDN22,OUT046,2697.1558000000005
FDF39,OUT049,3237.868625
FDS21,OUT017,1419.98495
NCM42,OUT013,1575.6157
FDK50,OUT019,547.9534
DRF13,OUT027,5301.5989500000005
FDH35,OUT018,1478.076
FDP60,OUT018,1635.7873749999999
DRJ49,OUT027,3912.7401499999996
NCT42,OUT019,343.88570000000004
FDE38,OUT049,2195.891625
FDI04,OUT049,3075.3302
NCH54,OUT045,2808.17795
FDT56,OUT049,1636.2035
DRD15,OUT018,3432.8648
FDV58,OUT013,2695.8242
FDP21,OUT049,3447.5123999999996
FDH05,OUT013,2501.24415
FDR10,OUT027,3759.5229249999998
NCP06,OUT045,2150.783675
FDF33,OUT049,1292.234575
DRK37,OUT013,3218.893325
DRH49,OUT045,1573.78475
FDT58,OUT013,1922.4975
FDD41,OUT018,1215.7508
FDP40,OUT018,1677.1502
FDM51,OUT027,2672.437975
FDO45,OUT010,220.3798
FDW33,OUT010,378.1744
FDY24,OUT045,1609.4882750000002
FDB10,OUT010,504.17705
FDM40,OUT035,1791.5845749999999
NCI06,OUT017,3458.747775
FDW12,OUT019,371.766075
FDX48,OUT027,4121.385225
NCW05,OUT027,3860.14195
FDX27,OUT017,1756.2971749999997
DRM37,OUT045,3005.25475
FDA38,OUT045,3558.1184249999997
FDR36,OUT046,1728.999375
FDZ45,OUT046,2535.0335
FDG05,OUT017,2535.7825249999996
FDK28,OUT013,3540.3082750000003
FDV47,OUT045,1453.857525
FDN21,OUT045,2905.05185
FDP20,OUT027,3310.9401749999997
FDI35,OUT045,3570.85185
DRY23,OUT013,957.2539499999999
FDA56,OUT017,1773.275075
FDB09,OUT013,1931.8187
NCO26,OUT027,3031.304175
FDQ49,OUT018,1897.0306500000002
FDI52,OUT027,2239.4183000000003
FDZ44,OUT027,3793.7284
FDZ09,OUT018,1690.2997500000001
FDY03,OUT049,2751.7514
NCG42,OUT017,2195.725175
DRI13,OUT027,4869.411525
FDQ32,OUT013,1751.137225
FDW16,OUT035,2457.883925
FDU27,OUT046,1293.566175
FDR28,OUT010,299.61
FDQ49,OUT010,1419.31915
FDS37,OUT046,1905.8525
FDW26,OUT018,2773.639575
FDX12,OUT018,2999.92835
NCP06,OUT013,2393.8839
FDW45,OUT010,377.5086
NCN30,OUT049,2513.977575
FDN24,OUT049,1612.8172749999999
NCL41,OUT027,1434.63255
FDR02,OUT019,388.577525
FDD09,OUT010,530.892275
FDS33,OUT010,344.71795
FDU22,OUT045,1612.484375
FDI53,OUT013,2012.130825
DRH01,OUT049,2947.7462750000004
FDX32,OUT013,2381.8995000000004
NCP30,OUT018,643.99505
FDB60,OUT045,3177.8634
FDB14,OUT049,1543.740525
NCP02,OUT035,2165.930625
FDJ10,OUT017,2407.116675
FDG34,OUT046,1818.2997999999998
NCB18,OUT017,1771.19445
FDM16,OUT049,1091.41265
FDW25,OUT018,1917.753675
FDB35,OUT010,1214.003075
DRN11,OUT013,2673.5199
FDF41,OUT019,431.27195
FDH16,OUT045,1231.646775
NCQ50,OUT018,3410.39405
DRH23,OUT018,2306.3312
DRJ37,OUT013,3743.4605
DRJ24,OUT027,3025.9777750000003
FDY16,OUT035,2978.28985
FDQ27,OUT045,1512.115025
FDZ33,OUT045,2029.19195
FDF29,OUT045,2367.41835
FDA08,OUT049,3323.6736
FDG31,OUT046,1021.087525
FDE34,OUT019,485.284975
NCR30,OUT027,2070.9709000000003
FDV33,OUT035,3318.84655
DRZ24,OUT018,2346.1127500000002
NCL54,OUT035,3474.2276250000004
FDR12,OUT049,2873.5928000000004
NCC54,OUT046,3619.9546
DRN59,OUT013,1834.279
FDX50,OUT019,319.2511
FDV31,OUT027,4106.9040749999995
NCA29,OUT027,4235.32025
FDW60,OUT049,3177.69695
FDX08,OUT017,2112.9163
DRD49,OUT013,3149.317225
FDD33,OUT046,3443.1847000000002
FDW35,OUT013,1575.199575
FDJ36,OUT017,1727.1684250000003
FDV51,OUT035,2338.3728250000004
FDW36,OUT046,1793.748425
FDH35,OUT046,3730.97675
NCS30,OUT027,3924.641325
FDN49,OUT017,1439.1267
FDL08,OUT018,3331.7464250000003
FDI09,OUT013,2585.9672
FDP19,OUT018,1777.686
FDU21,OUT010,222.04430000000002
NCP41,OUT045,1796.82775
FDY10,OUT013,2532.786425
FDP12,OUT018,1014.595975
NCN26,OUT049,2141.37925
FDK44,OUT013,1887.459775
FDC28,OUT049,1624.468775
FDJ41,OUT027,5566.58735
NCT29,OUT035,2458.4664999999995
NCH42,OUT019,312.17697499999997
FDU60,OUT018,2425.67585
FDS02,OUT045,4042.7375999999995
FDC51,OUT046,1581.77435
FDU03,OUT013,3288.3029750000005
FDX39,OUT045,2972.0479750000004
NCY05,OUT010,333.8987
NCL06,OUT027,6266.259925
FDD32,OUT035,1603.329625
NCN41,OUT045,1768.4480250000001
NCX53,OUT049,3316.18335
FDU57,OUT019,264.15615
FDQ23,OUT046,1297.5609749999999
FDQ52,OUT045,4082.0198
FDC14,OUT045,1155.579125
FDY09,OUT035,3838.50345
FDQ28,OUT045,2764.23515
FDV25,OUT046,3199.66835
FDJ07,OUT035,2086.866875
DRB25,OUT049,1899.1945
FDK52,OUT019,410.881825
FDY52,OUT027,1832.198375
FDB28,OUT046,3001.343175
FDT36,OUT035,1113.71695
FDV25,OUT017,3867.13285
NCN07,OUT027,2093.358425
FDC57,OUT017,3977.65565
FDQ03,OUT018,2608.10505
FDU23,OUT017,2625.332625
NCX41,OUT035,2738.1857250000003
NCD06,OUT035,1726.3361750000001
FDW08,OUT045,1504.0422
NCU29,OUT017,2452.1414
NCE06,OUT013,2616.42755
FDV52,OUT010,256.41622499999994
FDB02,OUT017,3428.2874250000004
NCR18,OUT045,600.05225
FDK16,OUT049,1273.50895
NCQ29,OUT010,462.148425
FDZ01,OUT019,452.07820000000004
FDW27,OUT035,2618.508175
FDD17,OUT018,3328.6670999999997
FDW39,OUT013,3080.573375
DRH59,OUT045,1062.6168
FDS52,OUT013,1886.2114000000001
FDU40,OUT027,5007.232125
NCF54,OUT013,3068.3392999999996
FDH46,OUT045,1351.823675
NCP14,OUT049,1502.294475
FDH50,OUT049,2188.8175
DRF15,OUT010,252.0053
FDV27,OUT027,1994.071
NCJ06,OUT049,2754.997175
FDN02,OUT018,2939.423775
FDQ51,OUT049,1601.165775
FDQ07,OUT017,4342.6805
FDS45,OUT049,1717.680775
NCJ06,OUT045,1848.76015
FDD36,OUT035,1219.24625
FDY25,OUT045,3112.7814499999995
FDU52,OUT046,1862.825175
DRK47,OUT017,3017.655275
NCL30,OUT017,1943.63665
FDN22,OUT035,4784.771699999999
NCF30,OUT027,4454.03555
FDK03,OUT035,4176.5634
FDT45,OUT017,1187.204625
NCC54,OUT027,5352.6991
FDP08,OUT018,3245.60855
FDU44,OUT046,2593.207775
DRG39,OUT035,680.863725
FDU32,OUT049,1766.7835249999998
FDY27,OUT049,2333.629
NCP54,OUT013,2074.6328000000003
NCZ41,OUT049,2893.8997
DRL49,OUT013,3296.292575
FDI05,OUT018,703.8338249999999
FDY56,OUT045,4152.012025
DRC13,OUT013,1776.6873
NCV29,OUT017,3084.9843
FDR24,OUT049,1171.724775
FDZ34,OUT018,1825.041025
FDP37,OUT035,3076.079225
FDX08,OUT027,4427.40355
FDS57,OUT045,2431.00225
NCG18,OUT049,2707.4757
FDK25,OUT018,1390.7729749999999
FDH53,OUT049,2357.2649
DRI59,OUT018,3049.19755
FDA52,OUT046,3699.101575
FDT20,OUT010,198.990975
FDE36,OUT019,467.22515
FDI24,OUT017,2737.4367
FDB28,OUT018,2789.3691
FDV11,OUT017,2462.877425
FDP01,OUT046,2250.23755
FDD34,OUT027,3759.522925
FDJ50,OUT027,2325.14005
FDZ44,OUT013,1841.0202250000002
DRO59,OUT035,1750.1385249999998
DRB48,OUT045,945.4359999999999
FDR21,OUT018,2268.463825
NCE42,OUT010,378.257625
FDO23,OUT046,1737.9876749999999
NCE30,OUT018,2658.37295
FDQ22,OUT035,1518.0240000000001
FDY01,OUT045,2466.372875
FDS08,OUT017,2430.66935
FDG28,OUT018,3422.128775
FDQ51,OUT018,1605.659925
FDB05,OUT017,3124.5994
FDO56,OUT049,3069.0050999999994
FDE02,OUT018,1879.6366249999999
FDN45,OUT017,3667.3928499999997
FDS09,OUT013,1408.583125
NCA54,OUT018,2483.434
FDP09,OUT010,425.030075
FDC53,OUT045,1547.5688750000002
NCM55,OUT017,3125.8477749999997
FDL09,OUT018,1888.37525
FDA11,OUT019,365.85709999999995
FDA50,OUT045,1317.035625
FDC23,OUT017,3144.73985
FDE22,OUT049,2424.67715
FDD23,OUT046,3469.3173500000003
NCA29,OUT049,3479.8037000000004
FDK38,OUT046,1933.566425
DRC13,OUT046,1587.43365
NCP43,OUT049,3080.9062750000003
FDX28,OUT049,1494.3881000000001
FDF08,OUT049,1869.2335
FDZ33,OUT046,2415.272725
FDD10,OUT049,2475.5276249999997
FDO58,OUT017,3205.66055
FDI50,OUT017,3945.2811250000004
FDO58,OUT045,2742.014075
FDX08,OUT013,2971.215725
NCK17,OUT010,333.89869999999996
FDF39,OUT035,4282.175925
FDU45,OUT010,227.7036
NCJ18,OUT018,1626.1332749999997
DRC27,OUT019,467.22515
DRC25,OUT035,1876.9734250000001
FDU59,OUT035,3039.21055
FDU28,OUT035,3034.5499499999996
NCP30,OUT046,884.34885
FDB39,OUT018,945.436
